,top5_sum,top10_sum,OligoID
0,0.9234465086483024,0.9548366431774503,Oligo17548
1,0.8487009679062659,0.9047376464595007,Oligo17524
2,0.7715559960356789,0.8538156590683845,Oligo41509
3,0.2163677130044843,0.3636023916292975,Oligo43374
4,0.7669345579793341,0.8817451205510907,Oligo17506
5,0.9621380846325167,0.9896065330363771,Oligo48444
6,0.36105336105336105,0.5204435204435205,Oligo48079
7,0.8022388059701493,0.9048507462686567,Oligo17994
8,0.762906309751434,0.8891013384321224,Oligo48442
9,0.8538324420677362,0.966131907308378,Oligo48011
10,0.7579617834394905,0.8726114649681529,Oligo48406
11,0.7432590855803048,0.8933177022274326,Oligo48627
12,0.7920616113744076,0.8809241706161137,Oligo17533
13,0.4735182849936948,0.6109709962168979,Oligo48028
14,0.4132429198244914,0.6437973673713602,Oligo43654
15,0.7,0.7850847457627118,Oligo41650
16,0.7172264355362947,0.8299024918743229,Oligo9754
17,0.7859327217125383,0.8827726809378186,Oligo41924
18,0.5486725663716814,0.7026548672566372,Oligo41685
19,0.8690476190476191,0.9223057644110275,Oligo17373
20,0.6187290969899666,0.7759197324414716,Oligo9566
21,0.7654135338345864,0.8567669172932331,Oligo41920
22,0.5364321608040201,0.6834170854271356,Oligo43038
23,0.5636083269082498,0.6915959907478797,Oligo43692
24,0.5838926174496645,0.7046979865771812,Oligo43352
25,0.7446221731936018,0.8753447324875896,Oligo48437
26,0.6953125,0.8168402777777778,Oligo17362
27,0.812807881773399,0.8857142857142857,Oligo17350
28,0.8893854748603351,0.9318435754189944,Oligo48063
29,0.5202185792349727,0.6743169398907104,Oligo41510
30,0.6767261088248743,0.7480566986739826,Oligo9575
31,0.9513513513513514,0.9891891891891892,Oligo48448
32,0.6561320754716982,0.754245283018868,Oligo17964
33,0.788391777509069,0.8814993954050786,Oligo43046
34,0.8672199170124482,0.9515905947441217,Oligo9587
35,0.5987538940809969,0.712772585669782,Oligo43651
36,0.9325714285714286,0.9897142857142858,Oligo48088
37,0.8712241653418124,0.9459459459459459,Oligo48616
38,0.76415770609319,0.8448028673835125,Oligo17514
39,0.6420480289986407,0.7340280924331672,Oligo41542
40,0.8591549295774648,0.9317443120260022,Oligo48045
41,0.8484669811320755,0.8938679245283019,Oligo41904
42,0.8321935823250921,0.8921620199894792,Oligo17520
43,0.8272616350008716,0.8781593167160537,Oligo48605
44,0.6158612143742255,0.7558859975216853,Oligo48050
45,0.9982300884955753,1.0,Oligo48432
46,0.7344827586206897,0.8511494252873564,Oligo17501
47,0.9450381679389313,0.9767175572519083,Oligo17521
48,0.8375558867362146,0.896274217585693,Oligo48081
49,0.8195777351247601,0.9481765834932822,Oligo48429
50,0.8840885142255005,0.9251844046364595,Oligo41931
51,0.6487341772151899,0.8006329113924051,Oligo9903
52,0.3368185212845407,0.4988797610156833,Oligo43697
53,0.8415335463258786,0.9143769968051119,Oligo17360
54,0.7676407697790449,0.879543834640057,Oligo17502
55,0.842652329749104,0.8817204301075269,Oligo48085
56,0.45494095711622123,0.5929148539465506,Oligo9596
57,0.7617866004962779,0.9516129032258065,Oligo41691
58,0.5771753388718845,0.6685614341932663,Oligo43013
59,0.7101449275362319,0.8641304347826086,Oligo9778
60,0.3987034035656402,0.5688816855753647,Oligo43035
61,0.4763481551561022,0.6390728476821192,Oligo41459
62,0.7994041708043694,0.8545183714001986,Oligo41916
63,0.7950937950937951,0.886002886002886,Oligo41925
64,0.8902733866468291,0.9237493025850846,Oligo17538
65,0.6792690611216131,0.8074984247006931,Oligo43024
66,0.6940298507462687,0.8339552238805971,Oligo43006
67,0.8263534218590398,0.9172625127681308,Oligo41539
68,0.8642857142857143,0.9821428571428571,Oligo17953
69,0.7142857142857143,0.8445378151260504,Oligo41934
70,0.384,0.5368888888888889,Oligo9938
71,0.8079268292682927,0.8663617886178862,Oligo41915
72,0.705305394560856,0.8189924208649131,Oligo41659
73,0.8988326848249028,0.953307392996109,Oligo48415
74,0.5242290748898678,0.6725403817914831,Oligo48606
75,0.46337402885682577,0.6298557158712541,Oligo9570
76,0.48290155440414506,0.6507772020725389,Oligo41688
77,0.49216710182767626,0.6227154046997389,Oligo9588
78,0.42714223575467597,0.5798173118747282,Oligo9916
79,0.7700904736562001,0.8435337945715806,Oligo48420
80,0.7984924623115578,0.8532663316582915,Oligo9924
81,0.4840041279669763,0.630546955624355,Oligo41927
82,0.640531561461794,0.7153931339977851,Oligo43021
83,0.9320754716981132,0.9622641509433962,Oligo41917
84,0.852994555353902,0.911070780399274,Oligo41654
85,0.8504273504273504,0.9814814814814815,Oligo17398
86,0.6029023746701847,0.7058047493403694,Oligo41683
87,0.7364104967197751,0.805763823805061,Oligo48057
88,0.786697247706422,0.8715596330275229,Oligo41597
89,0.6254980079681275,0.7928286852589641,Oligo41697
90,0.5755258126195029,0.7131931166347992,Oligo9760
91,0.583417593528817,0.7537917087967644,Oligo41692
92,0.550761421319797,0.7478849407783418,Oligo41942
93,0.615527950310559,0.7409937888198758,Oligo48036
94,0.7426177174780527,0.8180367118914605,Oligo17960
95,0.5459558823529411,0.7113970588235294,Oligo41689
96,0.7930232558139535,0.8895348837209303,Oligo41939
97,0.723055934515689,0.8112778535698044,Oligo48062
98,0.6562753036437247,0.7829959514170041,Oligo17399
99,0.7998533724340176,0.8673020527859238,Oligo9769
100,0.8196654977070408,0.8558133261397356,Oligo41520
101,0.6555046976632137,0.7805348108889424,Oligo17867
102,0.48408304498269894,0.6615916955017301,Oligo43034
103,0.7521704814522494,0.8800315706393055,Oligo48020
104,0.714663143989432,0.8110964332892999,Oligo48064
105,0.44724409448818897,0.6330708661417322,Oligo9795
106,0.6703551209469892,0.7609366958311888,Oligo17384
107,0.6343967730106344,0.7528419508617529,Oligo48007
108,0.7745292368681863,0.8290386521308226,Oligo48077
109,0.7333722287047841,0.8278879813302217,Oligo48086
110,0.8853754940711462,0.9703557312252964,Oligo48441
111,0.7996560619088564,0.8959587274290628,Oligo48426
112,0.22923976608187135,0.347953216374269,Oligo43657
113,0.496617050067659,0.6495263870094723,Oligo43371
114,0.8405032467532467,0.888189935064935,Oligo48413
115,0.8601340664306696,0.8945544927317918,Oligo41493
116,0.687061822817081,0.8065646908859146,Oligo48061
117,0.5784037558685446,0.7206572769953051,Oligo41653
118,0.7957133288680509,0.8935030140656397,Oligo48620
119,0.4910313901345291,0.6552690582959642,Oligo41940
120,0.7082371054657429,0.815242494226328,Oligo48632
121,0.7407174323473883,0.8061674008810573,Oligo17526
122,0.6092077087794433,0.7580299785867237,Oligo9780
123,0.7506030803488588,0.8181480794210428,Oligo48603
124,0.4236111111111111,0.5861111111111111,Oligo17512
125,0.6476793248945147,0.7210970464135021,Oligo41479
126,0.5474209650582362,0.7504159733777038,Oligo9567
127,0.912781954887218,0.9804511278195489,Oligo41933
128,0.6940700808625337,0.7985175202156334,Oligo48000
129,0.5543508479288296,0.6730608840700584,Oligo9930
130,0.8330341113105925,0.9245960502692998,Oligo48002
131,0.8671726755218216,0.9639468690702088,Oligo17380
132,0.51363236587511,0.6420404573438874,Oligo43695
133,0.7849740932642487,0.8652849740932642,Oligo48012
134,0.3722007722007722,0.5436293436293437,Oligo9569
135,0.5084534614700125,0.6526072254849618,Oligo41503
136,0.5578778135048231,0.7266881028938906,Oligo41682
137,0.7238219895287958,0.8913612565445026,Oligo48618
138,0.8708288482238966,0.93756727664155,Oligo9912
139,0.8360774380314818,0.9028406006875339,Oligo17537
140,0.9133986928104575,0.9901960784313726,Oligo17963
141,0.7626797282351082,0.8579554431979776,Oligo17529
142,0.6651095939633489,0.7603305785123967,Oligo9765
143,0.8878504672897196,0.9314641744548287,Oligo48439
144,0.7688212927756654,0.8638783269961977,Oligo17515
145,0.8091787439613527,0.9335748792270532,Oligo41651
146,0.9436310395314788,0.9780380673499268,Oligo17525
147,0.9345412039742841,0.9643483343074225,Oligo17156
148,0.4567062818336163,0.6027164685908319,Oligo9812
149,0.5623052959501558,0.7570093457943925,Oligo43693
150,0.7455456570155902,0.8346325167037862,Oligo17509
151,0.8200514138817481,0.9010282776349614,Oligo17507
152,0.7002700270027002,0.7875787578757876,Oligo48404
153,0.4918918918918919,0.6276276276276276,Oligo9943
154,0.7363611188036555,0.8050401550816948,Oligo41919
155,0.8084663428174879,0.8702290076335878,Oligo9584
156,0.8389101338432122,0.9072657743785851,Oligo41903
157,0.462015503875969,0.5953488372093023,Oligo43367
158,0.5237154150197628,0.6768774703557312,Oligo43659
159,0.6544311202105879,0.7366188944135712,Oligo17505
160,0.8199495858840475,0.8732445084623695,Oligo17361
161,1.0,1.0,Oligo17395
162,0.6660268714011516,0.761996161228407,Oligo48078
163,0.8817829457364341,0.9573643410852714,Oligo41921
164,0.5212121212121212,0.6545454545454545,Oligo9920
165,0.5841059602649007,0.7205298013245033,Oligo9796
166,0.8703703703703703,0.9444444444444444,Oligo17546
167,0.6243718592964824,0.8115577889447236,Oligo48641
168,0.8022440392706872,0.8625525946704067,Oligo41482
169,0.7657232704402516,0.8647798742138365,Oligo43885
170,0.6823608166908401,0.7392614080107107,Oligo17377
171,0.43383199079401613,0.6559263521288837,Oligo9712
172,0.7858286629303443,0.8450760608486789,Oligo17793
173,0.5684210526315789,0.7190283400809716,Oligo43893
174,0.7905405405405406,0.9084084084084084,Oligo17958
175,0.6990566037735849,0.8122641509433962,Oligo17190
176,0.34430604982206403,0.47998220640569395,Oligo43686
177,0.9068241469816273,0.9619422572178478,Oligo48499
178,0.46282619399310687,0.6622353520433284,Oligo48035
179,0.8923076923076924,0.9572649572649573,Oligo48427
180,0.4771001150747986,0.596547756041427,Oligo43689
181,0.5840579710144927,0.7304347826086957,Oligo48914
182,0.4727272727272727,0.6118181818181818,Oligo17372
183,0.804630969609262,0.9088277858176556,Oligo17368
184,0.5852878464818764,0.6918976545842217,Oligo9848
185,0.8096395301741596,0.8720129607128392,Oligo17540
186,0.898619957537155,0.9410828025477707,Oligo9763
187,0.8689138576779026,0.9700374531835206,Oligo17383
188,0.7927222478120681,0.8489175495163519,Oligo48979
189,0.7165437302423604,0.8366701791359326,Oligo48001
190,0.4021164021164021,0.5354497354497354,Oligo43889
191,0.5953079178885631,0.7086999022482894,Oligo9598
192,0.9282407407407407,0.9803240740740741,Oligo48401
193,0.4351747463359639,0.6009019165727171,Oligo9844
194,0.7240845796802475,0.8024755028365137,Oligo43386
195,0.7805944055944056,0.8347902097902098,Oligo17518
196,0.40543601359003395,0.5549263873159683,Oligo43044
197,0.7985611510791367,0.8947841726618705,Oligo17780
198,0.6998666073810582,0.7712316585148955,Oligo9921
199,0.4849206349206349,0.611904761904762,Oligo9833
200,0.38100686498855835,0.5640732265446224,Oligo43669
201,0.7620111731843575,0.8815642458100559,Oligo41696
202,0.5779816513761468,0.7467889908256881,Oligo48056
203,0.6666666666666666,0.7659574468085106,Oligo43571
204,0.8193181818181818,0.9045454545454545,Oligo48449
205,0.8977539389875964,0.9473684210526315,Oligo48995
206,0.38979118329466356,0.5614849187935035,Oligo43556
207,0.6836422004961331,0.7957099080694586,Oligo17959
208,0.651685393258427,0.7765293383270911,Oligo17990
209,0.4356687898089172,0.5796178343949044,Oligo9919
210,0.7807822308063738,0.8551424432641236,Oligo17858
211,0.5993589743589743,0.7403846153846154,Oligo41643
212,0.5482954545454546,0.7130681818181818,Oligo9816
213,0.8169934640522876,0.8838053740014524,Oligo48486
214,0.4423076923076923,0.5932692307692308,Oligo17855
215,0.768688293370945,0.8956276445698167,Oligo43042
216,0.5839793281653747,0.7571059431524548,Oligo17786
217,0.9425051334702259,0.973305954825462,Oligo41666
218,0.6392644672796106,0.7047052460789616,Oligo17351
219,0.6407807308970099,0.7171926910299004,Oligo9563
220,0.5485074626865671,0.6996268656716418,Oligo9928
221,0.458076740881099,0.6087162482235907,Oligo41687
222,0.8263374485596707,0.9234567901234568,Oligo17995
