,KL divergence,Top5 events recall,Top10 events recall,R2 of Frameshift ratio,Coll_I_Top5,Coll_I_Top10,KLD_IDL,Top5_IDL,Top10_IDL,W1-distance_IDL,delratio_r2,Kendall_tau_IDL,End_date,k1,k2,h,target_cell,N_finetune
0,1.3143122841914494,2.5555555555555554,5.148148148148148,0.5024811611270373,2.7037037037037037,5.333333333333333,0.7471153802191927,2.5555555555555554,6.407407407407407,0.1521549652904321,0.6247696361962343,0.6614305118463887,Sep17-16:55,0.1,0.1,1,E14TG2A,30
1,1.5397710071669684,2.4814814814814814,4.962962962962963,0.1299779408903605,2.6666666666666665,5.222222222222222,0.8566158515878973,2.4814814814814814,6.333333333333333,0.16022141364855008,0.6031499916560573,0.6534847985225689,Sep17-16:55,0.1,0.1,2,E14TG2A,30
2,8.487160981805236,1.037037037037037,3.185185185185185,0.067697110575939,1.1111111111111112,3.3703703703703702,6.665905279230908,1.5925925925925926,5.148148148148148,0.2577504144773412,0.39082461508625127,0.3004340672277023,Sep17-16:55,0.1,0.1,3,E14TG2A,30
3,10.835648598494354,0.18518518518518517,0.8148148148148148,0.03033542907315108,0.2222222222222222,0.9629629629629629,8.74236405716964,0.4444444444444444,2.6666666666666665,0.2812383424441046,0.008732838968569686,0.07282639055684088,Sep17-16:55,0.1,0.1,4,E14TG2A,30
4,10.927731937832302,0.0,0.4074074074074074,0.030148325656741866,0.07407407407407407,0.5925925925925926,8.866653857784305,0.14814814814814814,2.185185185185185,0.28105465952570613,0.00873283867960259,0.060715440063108875,Sep17-16:55,0.1,0.1,5,E14TG2A,30
5,10.93029891120063,0.0,0.37037037037037035,0.030321887407525193,0.07407407407407407,0.5555555555555556,8.868065869972408,0.14814814814814814,2.111111111111111,0.28106100901468173,0.0087328386796026,0.023852958271775422,Sep17-16:55,0.1,0.1,6,E14TG2A,30
6,10.930922437597204,0.0,0.37037037037037035,0.03033379567373877,0.07407407407407407,0.5555555555555556,8.868509345656864,0.14814814814814814,2.111111111111111,0.28106205407855517,0.008732838679602216,0.023852958271775422,Sep17-16:55,0.1,0.1,7,E14TG2A,30
7,10.931086187009457,0.0,0.37037037037037035,0.030335783198227537,0.07407407407407407,0.5555555555555556,8.86861659637995,0.14814814814814814,2.111111111111111,0.28106230313100783,0.008732838679602603,0.023852958271775422,Sep17-16:55,0.1,0.1,8,E14TG2A,30
8,10.93108426200019,0.0,0.37037037037037035,0.030335760959950917,0.07407407407407407,0.5555555555555556,8.868615209218136,0.14814814814814814,2.111111111111111,0.2810623001887302,0.008732838679602263,0.023852958271775422,Sep17-16:56,0.1,0.1,9,E14TG2A,30
9,1.0621788921179596,2.962962962962963,6.148148148148148,0.5983609843484822,3.074074074074074,6.148148148148148,0.5171642626812619,3.4074074074074074,7.888888888888889,0.1413487872605353,0.7002937073119903,0.7425161821668916,Sep17-16:56,0.1,0.5,1,E14TG2A,30
10,1.2801424540855266,2.8518518518518516,6.037037037037037,0.12670760826232302,2.925925925925926,6.0,0.6211919728374513,3.3333333333333335,7.962962962962963,0.14728578346014867,0.687716749881609,0.7335750563284014,Sep17-16:56,0.1,0.5,2,E14TG2A,30
11,8.366270662457854,1.2222222222222223,3.8518518518518516,0.0750503187144961,1.4444444444444444,3.888888888888889,6.5562071578679575,2.111111111111111,6.148148148148148,0.2531426998765164,0.44530874282893057,0.30926375018653873,Sep17-16:56,0.1,0.5,3,E14TG2A,30
