,Gene,Rep1_frameshift,Pred_frameshift_inDephi,Rep_delratio,Pred_delratio_inDephi,iDp_delratio,Pred_frameshift_inDecay,Pred_delratio_inDecay
1016,Oligo45097,0.8789858,0.9281297851760184,0.9838648,0.9461583890715449,0.9472402724484955,0.8803196,0.9688371
1017,Oligo8131,0.19252925,0.2124732201151001,0.98045033,0.942511970872442,0.9431571465782719,0.39663452,0.8997446
1018,Oligo23291,0.8986024,0.8099351039352307,0.90046585,0.9046360682945707,0.9066715493827548,0.8525372,0.9407859
1019,Oligo24446,0.92123073,0.9623473219554584,0.97563833,0.9495444975845703,0.9500521045603861,0.8946352,0.95579433
1020,Oligo37427,0.59725565,0.6772382151811764,0.7373798,0.8458489912602779,0.8478430343843946,0.6871013,0.7059009
1021,Oligo3313,0.802986,0.6902309352355652,0.7664719,0.891878315387122,0.8989760822795929,0.71855766,0.73457116
1022,Oligo15442,0.89187723,0.8014507997666718,0.8557457,0.872713842332964,0.8747831966595544,0.7492625,0.863824
1023,Oligo43718,0.7177385,0.7210718089426983,0.86491156,0.8457573459810607,0.8503035285736433,0.7971643,0.7298211
1024,Oligo50385,0.9298803,0.8277365942074038,0.4771561,0.8507201306128568,0.8549895884689684,0.96243304,0.200351
1025,Oligo5620,0.75913507,0.7869615569517819,0.99366146,0.951844637391345,0.9556737143100894,0.7866815,0.9368888
1026,Oligo1571,0.3843737,0.18661038785032513,0.9815668,0.9495531629578565,0.950256658640691,0.24743775,0.9773444
1027,Oligo1736,0.9016846,0.4407172121771979,0.65941805,0.4416536948614328,0.9004787762601189,0.8982246,0.5857491
1028,Oligo16316,0.69629884,0.7438837093989326,0.839156,0.8963031150704133,0.8994023984517636,0.8147931,0.7220678
1029,Oligo39674,0.8735458,0.7179708818955532,0.4238746,0.7472554958260076,0.7523972996421278,0.8171241,0.4456173
1030,Oligo1073,0.31846067,0.39652514668535155,0.7891801,0.8593904899085192,0.8611920987752214,0.40978837,0.72481626
1031,Oligo37327,0.7334385,0.7168531933934593,0.6677182,0.8478376253252847,0.8544801988741081,0.7920051,0.55195075
1032,Oligo35653,0.97054297,0.965461949513087,0.9707992,0.9137896593829353,0.9143322587346572,0.9506398,0.94873756
1033,Oligo72163,0.54873294,0.6391161161175827,0.65172184,0.8417693989143054,0.843909195620754,0.70150274,0.6815843
1034,Oligo80851,0.6966675,0.7226714136515238,0.8100219,0.8159223164109319,0.8219775567425717,0.7744046,0.6863782
1035,Oligo46977,0.84907556,0.7778704920525579,0.7594453,0.8541257344486741,0.8573751171263325,0.805788,0.84281397
1036,Oligo8955,0.9047903,0.826879733956127,0.6944362,0.8458371485877976,0.8487226648987233,0.8664996,0.6825233
1037,Oligo2631,0.3180816,0.4911772975195867,0.8977397,0.8819200673072687,0.8852297088404751,0.31189433,0.923828
1038,Oligo4246,0.8455916,0.7902344441779758,0.7469164,0.8929162012186274,0.8983480145523269,0.75019157,0.76368636
1039,Oligo40401,0.847745,0.8065012442854899,0.95998645,0.9308489470368779,0.9339646807077113,0.8030883,0.935333
1040,Oligo79179,0.39538917,0.2473805474413019,0.9568383,0.9601972370762357,0.9614351670671155,0.43759343,0.9392956
1041,Oligo17619,0.83078665,0.7678155246204686,0.9709489,0.9420732469040258,0.9439729838911923,0.77835125,0.88561296
1042,Oligo42833,0.7918716,0.7171268114900285,0.90741754,0.8494895533460414,0.8508785973712167,0.7945488,0.9219996
1043,Oligo44642,0.90482926,0.8717817452330289,0.9594817,0.9484345682840698,0.9506827797845322,0.8905928,0.9584526
1044,Oligo41117,0.84565055,0.8436752112113595,0.99114704,0.8434309420546284,0.8464410345323656,0.83346725,0.87309015
1045,Oligo19075,0.743553,0.7588210586806569,0.8616046,0.8950201276640977,0.898958699405447,0.75755745,0.8061444
1046,Oligo2484,0.88235295,0.8067230077633994,0.9144016,0.8060421228597031,0.810734047898101,0.7979462,0.8952809
1047,Oligo3536,0.8407707,0.8015571032387857,0.79513186,0.8521995256059062,0.8551772996288595,0.8533093,0.6675031
1048,Oligo6335,0.8357269,0.7797597630909149,0.9580499,0.9363806592179854,0.9416617992347196,0.7690968,0.90053624
1049,Oligo19451,0.9002088,0.8526578197492544,0.577453,0.878320920890031,0.8826403199970615,0.90213954,0.6672102
1050,Oligo26437,0.8572621,0.6690006542467115,0.64524204,0.8200808891854574,0.8223083329307841,0.84738827,0.6458657
1051,Oligo37404,0.9405631,0.8202761041596514,0.38185608,0.8521849686218201,0.8537806904864975,0.88270384,0.61794055
1052,Oligo8034,0.90516335,0.42588415508817945,0.6838778,0.8698952463209253,0.8717791741535272,0.64169383,0.80497575
1053,Oligo33486,0.9718311,0.9355315974464123,0.98397887,0.9604634498954102,0.9612035386966769,0.96395266,0.98214597
1054,Oligo87288,0.48647016,0.5231011983704346,0.9901738,0.9039796896636654,0.9068975480446411,0.5616735,0.96221626
1055,Oligo3156,0.8980322,0.8449512634652996,0.5874776,0.8059667028958363,0.8083227887061039,0.92630297,0.531257
1056,Oligo7894,0.80288315,0.695397693770062,0.5354121,0.7188378087639007,0.7985395606489039,0.83006305,0.549039
1057,Oligo18898,0.5075362,0.6352765013311937,0.9787758,0.9516124866830684,0.9546213839582717,0.59429944,0.95407325
1058,Oligo28070,0.8243243,0.8366353766959223,0.7484644,0.8461140945899716,0.8487325658747357,0.8594927,0.7909241
1059,Oligo45421,0.42116764,0.4812031078839228,0.9213238,0.9531878545051424,0.9551817870053637,0.4667776,0.9605886
1060,Oligo3473,0.8668176,0.8530267381555534,0.58645535,0.8442757787801952,0.8469642607711266,0.90374285,0.56830615
1061,Oligo42087,0.91641,0.8107627247317654,0.88209414,0.8260400674185934,0.8303678543679321,0.80348194,0.9208734
1062,Oligo28908,0.6922745,0.29222156433038277,0.9044022,0.9621059647741509,0.9633813310205613,0.49511257,0.93009937
1063,Oligo15729,0.9023224,0.8562192685308464,0.88251364,0.9393142230726151,0.9424958123138885,0.86831486,0.8977135
1064,Oligo26009,0.79719925,0.784126240178694,0.95298827,0.9128262545469431,0.9170307758700328,0.8057565,0.86062896
1065,Oligo49182,0.9300867,0.9687063169497224,0.9554825,0.9351308747036319,0.936147863071296,0.9342042,0.90777206
1066,Oligo13991,0.36627907,0.2097880871072904,0.7957533,0.8832351100562338,0.8839040063146137,0.32470706,0.8422706
1067,Oligo43702,0.84173167,0.7231034023749109,0.8885734,0.9384249490960882,0.9417722947892588,0.7521475,0.87828505
1068,Oligo17461,0.91257113,0.9713564745849487,0.95292294,0.9305857033916964,0.9311308468193019,0.93140477,0.9744999
1069,Oligo33521,0.80581886,0.730494417149227,0.9342922,0.9417951777806848,0.9462488687480224,0.82350326,0.945063
1070,Oligo47521,0.9295232,0.8367235169563992,0.73704475,0.8426065144099744,0.854719633919401,0.86215395,0.7856753
1071,Oligo36557,0.8393623,0.7178774951250286,0.82832617,0.9137098547838307,0.9174673512322099,0.73548084,0.83506215
1072,Oligo20615,0.43515912,0.22275033420084533,0.889803,0.959887083743568,0.9610965586952116,0.4407532,0.9223009
1073,Oligo8097,0.88169116,0.8848318053701747,0.53801566,0.8863215275575265,0.8873635327061753,0.86170447,0.78396994
1074,Oligo51357,0.89778906,0.8040055069877863,0.47680324,0.8372102414155973,0.8409410912968308,0.8452519,0.52489346
1075,Oligo12849,0.9522668,0.8192244655464299,0.6467011,0.7921702117676775,0.7983735844760601,0.89279777,0.52524155
1076,Oligo20966,0.6434579,0.647338377312344,0.90299237,0.871594608173552,0.8748092667010791,0.7840031,0.8985446
1077,Oligo8826,0.43473452,0.5710563760174218,0.9141593,0.8377819860972842,0.8410071785115544,0.5092774,0.92955196
1078,Oligo37715,0.88481134,0.8346214843973564,0.9385831,0.9287186495009823,0.9334732215948571,0.8333147,0.9172627
1079,Oligo17480,0.4240675,0.2952364634964104,0.7425622,0.8286197424435084,0.8289967872633918,0.45022225,0.8409458
1080,Oligo47293,0.7512034,0.6673242702851012,0.74187726,0.8748190643019212,0.8788522859244149,0.7632966,0.71371233
1081,Oligo38223,0.7486698,0.7331918856378805,0.91173714,0.8480780240424288,0.8513441638578098,0.7520099,0.84971124
1082,Oligo79819,0.50284016,0.5893700742590777,0.89839923,0.9534662451427878,0.9550132831312217,0.5600095,0.93011785
1083,Oligo26167,0.88716656,0.7664129768958078,0.8668362,0.9453893491111655,0.9484709278552532,0.84048146,0.8512508
1084,Oligo30790,0.8773118,0.7320469056846065,0.46678823,0.8348860221002766,0.8415040723603748,0.84999114,0.46601093
1085,Oligo30852,0.7054624,0.7812007551061108,0.86126626,0.913905210676853,0.9178479074586084,0.8096875,0.88222563
1086,Oligo33023,0.91079116,0.9851266825391954,0.9045572,0.894684129732788,0.8954434508082331,0.9248771,0.9170133
1087,Oligo33483,0.95852286,0.8942104869393523,0.3914905,0.8215373366869015,0.8255175109302215,0.95520365,0.44854113
1088,Oligo20822,0.9638347,0.9336564910708729,0.97875994,0.9702333962173617,0.9717573997321586,0.8981869,0.9807178
1089,Oligo33084,0.8990758,0.9086125607007925,0.94601166,0.853552397051807,0.8545816208892727,0.88908046,0.9345798
1090,Oligo4912,0.9099283,0.5105038476471035,0.395087,0.8223383101820081,0.8250167229260265,0.90248996,0.30028608
1091,Oligo31117,0.9116147,0.7396711903749787,0.23569405,0.8421981221854139,0.8442700457525507,0.87260973,0.38549727
1092,Oligo6296,0.7976258,0.7972301969767766,0.9804975,0.953162064846285,0.9564418618512065,0.858843,0.9252714
1093,Oligo20270,0.9122908,0.8706092378623164,0.91575307,0.91226624853377,0.9141593854115871,0.86007595,0.9211111
1094,Oligo4611,0.85367095,0.8309026439637411,0.8544385,0.9228055187622674,0.9271140870118127,0.850334,0.7415583
1095,Oligo48177,0.83633155,0.8248104934618912,0.49876544,0.8166439031311781,0.8196139263924473,0.87077564,0.59148127
1096,Oligo7171,0.82118857,0.7719747420287233,0.84506536,0.8496479837096318,0.8517664244278187,0.7971086,0.7747552
1097,Oligo20519,0.2597469,0.2512224032947299,0.8984268,0.8325066724135157,0.8334079476081748,0.2242721,0.9651536
1098,Oligo21502,0.9888245,0.8160234090563003,0.25993377,0.8247047373486072,0.8266631460273577,0.89919925,0.46461117
1099,Oligo17746,0.16499926,0.10899974654326837,0.9793938,0.9491801070978219,0.9495944755328329,0.1731242,0.978683
1100,Oligo50981,0.829133,0.6860108930321756,0.5655491,0.8499240943474305,0.8546645636280035,0.8442969,0.43109676
1101,Oligo18343,0.7513624,0.7110676456646255,0.9868302,0.890692543883301,0.8987695802695292,0.7806708,0.76553655
1102,Oligo12801,0.8131653,0.7485823533990104,0.7221289,0.8940784514113199,0.9057069172585159,0.8025998,0.70117676
1103,Oligo49062,0.9142412,0.9255994450541793,0.9568607,0.9130210626850439,0.9139110932530049,0.92318475,0.89947164
1104,Oligo5102,0.70436215,0.7024060975021245,0.88148147,0.8960131747654831,0.899694933214964,0.6925697,0.79690737
1105,Oligo41958,0.8445773,0.9095977055243641,0.89410764,0.9044629361651525,0.9059193229760794,0.8712634,0.8923785
1106,Oligo1947,0.70984197,0.8749191418727335,0.98090845,0.9687482084889204,0.9713544495688482,0.8990504,0.984893
1107,Oligo43374,0.6725978,0.7879665016597232,0.93011975,0.8183890320915688,0.8248609959267096,0.7840314,0.9024276
1108,Oligo7976,0.858498,0.9011375583139586,0.84334654,0.8430715032505809,0.8441241996457022,0.8712645,0.8988118
1109,Oligo22049,0.9415152,0.8686292204897297,0.9650891,0.9432123645950007,0.9456758638628506,0.90908474,0.9429393
1110,Oligo45139,0.78806585,0.9153755835938362,0.957819,0.8294125441649041,0.8303035939905687,0.7757273,0.9291427
1111,Oligo9282,0.9094159,0.7780267407513586,0.6035757,0.8618302431564596,0.8638898317555062,0.8392616,0.6646024
1112,Oligo29509,0.46376076,0.5581351219481567,0.8612941,0.8358423426186015,0.8365614241502041,0.47281566,0.8669187
1113,Oligo26300,0.8248622,0.807195606798759,0.9500919,0.8548453261293463,0.8599898331125683,0.8083975,0.90346134
1114,Oligo44038,0.730366,0.7003205252972042,0.9784372,0.9610844849369686,0.9632046945504382,0.7125646,0.96521413
1115,Oligo71643,0.9345725,0.8670497532143959,0.901264,0.822835812038123,0.8254274605395778,0.8679325,0.81277996
1116,Oligo22619,0.43904087,0.49417973990327724,0.7895981,0.8949586679784518,0.89773169873879,0.33889055,0.9058201
1117,Oligo16882,0.9418156,0.8656424469248671,0.5564945,0.8351846871877742,0.8369991364680923,0.93228644,0.57264274
1118,Oligo73421,0.95041734,0.8612846756171972,0.8735395,0.8941282801287773,0.897484758907053,0.87150896,0.8624518
1119,Oligo43219,0.5438787,0.6694105616625448,0.73564464,0.8476277721099071,0.8549328451366837,0.69734603,0.71140534
1120,Oligo27222,0.577262,0.5785262009019095,0.673329,0.8808889222343101,0.8830778519343794,0.39993846,0.82118154
1121,Oligo9322,0.93670887,0.8372598564573511,0.93068117,0.9098878899000722,0.9115944191793365,0.8721663,0.91835815
1122,Oligo38421,0.8671355,0.8073548828809191,0.9327488,0.8480649213324405,0.8504889407778309,0.8024268,0.8871596
1123,Oligo4843,0.27355146,0.2122933481558816,0.9089476,0.9523748090864539,0.9538038195711078,0.1982087,0.952639
1124,Oligo69575,0.9280456,0.7484499150278094,0.9057784,0.9103060421964695,0.9132957212511447,0.79389703,0.9073796
1125,Oligo72787,0.8716349,0.8769514373794108,0.9267249,0.8455482242676715,0.8469907493601864,0.890089,0.91983265
1126,Oligo37662,0.86438066,0.6964883875661654,0.660797,0.7932783733484756,0.7957132289063266,0.76969934,0.61920184
1127,Oligo11707,0.627558,0.6788565177762433,0.84915227,0.8513698810586455,0.8544873111202326,0.7398226,0.73139393
1128,Oligo14609,0.55301666,0.411969588328437,0.9026958,0.9059319466774645,0.9168074878715169,0.47842804,0.92819256
1129,Oligo37675,0.84948206,0.8140224007168457,0.9143815,0.8955672917829005,0.8994401843626657,0.82735455,0.77110875
1130,Oligo34080,0.7498179,0.8270757919380856,0.60524404,0.821678603896609,0.8251796245243673,0.86959904,0.5558131
1131,Oligo5134,0.69447136,0.4305339483230657,0.76172,0.8959785451032571,0.8969987681230173,0.6096606,0.7460762
1132,Oligo6156,0.86771023,0.6046628696564726,0.39134437,0.9094574312184959,0.9159742547170795,0.8450171,0.45309484
