,KL divergence,Top5 events recall,Top10 events recall,R2 of Frameshift ratio,Coll_I_Top5,Coll_I_Top10,KLD_IDL,Top5_IDL,Top10_IDL,W1-distance_IDL,delratio_r2,Kendall_tau_IDL,cell,feature
23,1.322973156043732,2.7687555163283317,5.68667255075022,0.39826485346092544,2.8879082082965577,5.786407766990291,0.46111048010661265,3.049426301853486,6.568402471315093,0.08431532028695904,0.7512545823289327,0.6744029038163099,CHO,co_event
24,2.2430796792692878,2.195057369814651,3.950573698146514,0.4122821507420853,2.328331862312445,4.116504854368932,1.0497915772494635,2.3592233009708736,5.194174757281553,0.13889612050994324,0.7704571186179162,0.5565399526408954,iPSC,co_event
25,1.686860428299403,2.4642541924095323,4.861429832303619,0.3485427347027894,2.5454545454545454,5.020300088261253,0.6225385785799801,2.669020300088261,5.6425419240953225,0.1107992871815141,0.8266718011965757,0.6305474199281356,K562,co_event
26,0.8637488661802457,3.122683142100618,6.397175639894087,0.8579466950734439,3.3768755516328333,6.650485436893204,0.2774608918900062,3.622241835834069,7.865842894969108,0.06764250730642472,0.7591494665913371,0.7412617032190504,mESC,ins_left_right
27,0.836673659824052,3.149161518093557,6.22153574580759,0.8461518139175378,3.3971756398940864,6.53927625772286,0.2044247871333438,3.586054721977052,7.48720211827008,0.057986115244515184,0.8240950505918863,0.7605382901996092,HAP1,ins_left_right
28,0.8487313524191082,3.1915269196822593,6.617828773168579,0.7973143461039887,3.4086496028243602,6.94351279788173,0.21449779980689937,3.6866725507502207,7.770520741394527,0.06358775399799484,0.759822327457464,0.766784266754418,CHO,ins_left_right
29,1.3438382426709174,2.933804060017652,5.633715798764342,0.8408230746513466,3.168578993821712,5.898499558693733,0.40402731397123565,3.4060017652250663,6.998234774933804,0.07394142650669559,0.7725823187672523,0.6727962750053905,iPSC,ins_left_right
30,0.8372732979053958,3.146513680494263,6.384819064430715,0.8333084021851365,3.3662842012356577,6.673433362753751,0.20618293842552576,3.6354810238305384,7.587819947043248,0.05545421787524434,0.8318200270524262,0.76012344843266,K562,ins_left_right
31,0.7040625753675218,3.267431597528685,6.497793468667255,0.8589627004018412,3.3927625772285968,6.651368049426302,0.2648498161759351,3.6257722859664607,7.916151809355693,0.06770236563873153,0.7608695252975098,0.7454724750355904,mESC,guide_gc
32,0.5964244221027247,3.2894969108561343,6.371579876434246,0.8517871268864292,3.4112974404236542,6.529567519858782,0.20475261877364653,3.6010591350397174,7.526919682259488,0.055947965432948665,0.8276918269965058,0.7632927700013786,HAP1,guide_gc
