,Top1 events recall,Top2 events recall,Top3 events recall,Top5 events recall,KL Divergence,CosineSimilarity,Kendall_Top3,Kendall_Top5,Kendall_Top10,abs_frameshift_error,Major0.2,Major0.25,Major0.3,Major0.35,Major0.4,OligoID,Rep1_frameshift,Pred_frameshift,Rep1_delratio,Pred_delratio,oligos,Coll_I_CosineSimilarity,Coll_I_Fuzzy_Top1,Coll_I_Major_Top1,Coll_I_Kendall_tau,Coll_I_Major0.2,Coll_I_Major0.25,Coll_I_Major0.3,Coll_I_Major0.35,Coll_I_Major0.4,Coll_I_Top1,Coll_I_Top2,Coll_I_Top3,Coll_I_Top5,Coll_I_Kendall_Top3,Coll_I_Kendall_Top5,Coll_I_Kendall_Top10,Coll_I_abs_error_top1,Coll_I_abs_error_top2,Coll_I_abs_error_top3,Coll_I_abs_error_top5,KLD_IDL,CosineSimilarity_IDL,delratio_r2,Kendall_tau_IDL,Major0.2_IDL,Major0.25_IDL,Major0.3_IDL,Major0.4_IDL,Major0.5_IDL,Top1_IDL,Top2_IDL,Top3_IDL,Top5_IDL,abs_error_top1_IDL,abs_error_top2_IDL,abs_error_top3_IDL,abs_error_top5_IDL,kfold_index,celltype,fix_setting
0,1.0,1.0,2.0,4.0,0.5751725435256958,0.8649774613271032,0.33333333333333337,0.39999999999999997,0.6922443782381184,0.03269411350841267,0.3333333333333333,1.0,,,,['mGM-sg1'],[0.9755378],[0.9428436634386088],[],[],dict_keys(['mGM-sg1']),0.8721667437295475,1.0,1.0,0.08531387306338711,0.3333333333333333,1.0,,,,1.0,1.0,2.0,4.0,0.33333333333333337,0.39999999999999997,0.7877263614433762,0.13532887795767168,0.3038944289115725,0.31970321957729464,0.4826617566915601,0.3436717689037323,0.8828506180400576,0,0.5071428571428571,0.3333333333333333,1.0,,,,1.0,1.0,2.0,4.0,0.13532887795767168,0.29054270815379,0.30635150347612505,0.47192673982241184,2,mESC,fewshot
0,0.0,1.0,2.0,3.0,1.1855669021606445,0.72201931613222,0.33333333333333337,0.19999999999999998,0.6445033866354896,0.11835816228062868,0.3333333333333333,0.0,,,,['mGM-sg1'],[0.9755378],[0.8571796146663928],[],[],dict_keys(['mGM-sg1']),0.7268971396802091,0.0,0.0,0.08424875358498211,0.3333333333333333,0.0,,,,0.0,1.0,2.0,3.0,0.33333333333333337,0.19999999999999998,0.6922443782381184,0.03994027873674055,0.2622088006573381,0.33763560244004176,0.6649387678958032,0.9168832302093506,0.7316163328905068,0,0.45952380952380956,0.3333333333333333,0.0,,,,0.0,1.0,2.0,3.0,0.03994027873674055,0.25708083332205434,0.33250763638532654,0.6636617495573613,2,mESC,pretrained
0,1.0,1.0,1.0,2.0,5.828221321105957,0.6936718848389696,1.0,0.5270462766947298,0.41025641025641024,0.23570456528224104,0.3333333333333333,1.0,,,,['mGM-sg1'],[0.9755378],[0.7398332116647804],[],[],dict_keys(['mGM-sg1']),0.6936719030099183,1.0,1.0,0.06282660798586265,0.3333333333333333,1.0,,,,1.0,1.0,1.0,2.0,1.0,0.5270462766947298,0.34591634777518054,0.03203676828751367,0.25784966696826994,0.46129158460809794,0.6542424503937444,5.469389915466309,0.7198112603831136,0,0.21850711221876892,0.3333333333333333,1.0,,,,1.0,1.0,1.0,3.0,0.03203676828751367,0.23403659247939143,0.43747851011921934,0.6436604650103044,2,mESC,Lindel
0,0.0,1.0,2.0,3.0,2.304114580154419,0.8080681416157485,0.33333333333333337,0.19999999999999998,0.5682911427735109,0.1574476975267458,0.3333333333333333,0.0,,,,['mGM-sg1'],[0.9755378],[0.8180900794202757],[],[],dict_keys(['mGM-sg1']),0.8138021146492261,0.0,0.0,0.07013023935380533,0.3333333333333333,0.0,,,,0.0,1.0,2.0,3.0,0.33333333333333337,0.19999999999999998,0.5310850045437944,0.003483071516063002,0.21228914053208434,0.29994490039867283,0.4870030844204669,2.0821855068206787,0.8340750597779969,0,0.3544211293328358,0.3333333333333333,0.0,,,,0.0,1.0,2.0,3.0,0.003483071516063002,0.18790528944976512,0.2755610493163536,0.4740529294290612,2,mESC,inDelphi
0,0.0,1.0,2.0,4.0,1.2345998287200928,0.7951612339602392,-0.33333333333333337,0.39999999999999997,0.7325794357582566,0.15462680386213523,0.3333333333333333,0.0,,,,['mGM-sg1'],[0.9755378],[0.8209109730848863],[],[],dict_keys(['mGM-sg1']),0.7885894834622896,0.0,0.0,0.10635008941769787,0.3333333333333333,0.0,,,,0.0,1.0,2.0,4.0,-0.33333333333333337,0.39999999999999997,0.8153742483272113,0.06792659074800123,0.2845533638484121,0.36268494517338756,0.559337194165232,0.8705350160598755,0.8142715630666373,0,0.41880892586034724,0.3333333333333333,0.0,,,,0.0,1.0,2.0,4.0,0.06792659074800123,0.27213100359996495,0.35026258492494033,0.5324220802935964,2,mESC,FORECasT
0,1.0,2.0,2.0,3.0,0.3797520101070404,0.9809657159847611,1.0,0.9999999999999999,0.6741998624632421,0.01735488080085723,1.0,1.0,1.0,1.0,1.0,['mAdam6'],[1.0],[0.9826451191991428],[],[],dict_keys(['mAdam6']),0.975486134959916,1.0,1.0,0.08559391919963681,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,0.6,0.5967623950328607,0.09518840523939576,0.22145934033749548,0.30133653693291074,0.3295804434872187,0.25977155566215515,0.9755133731764436,0,0.4404677232810785,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.09580150612434368,0.22207243842847568,0.30086650045879204,0.32983376514038854,3,mESC,fewshot
0,1.0,2.0,2.0,3.0,0.47894784808158875,0.9841088396137911,1.0,0.9999999999999999,0.6741998624632421,0.052167581076901115,1.0,1.0,1.0,1.0,1.0,['mAdam6'],[1.0],[0.9478324189230989],[],[],dict_keys(['mAdam6']),0.9786512561658374,1.0,1.0,0.08506010918216667,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,0.6,0.7399853698407473,0.0104301312329248,0.12372843577062642,0.20760911244283156,0.26335280254845994,0.3268941342830658,0.9783428092368189,0,0.44564969649615005,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.009132705521397333,0.12243101075759089,0.20511945028772605,0.25972100649292434,3,mESC,pretrained
0,1.0,1.0,1.0,1.0,3.8146393299102783,0.9404554590311717,0.33333333333333337,0.31622776601683794,0.280305955290694,0.11540060752222381,1.0,1.0,1.0,0.0,0.0,['mAdam6'],[1.0],[0.8845993924777762],[],[],dict_keys(['mAdam6']),0.9232006760104791,1.0,1.0,0.07578018023777605,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.33333333333333337,0.0,0.4615384615384615,0.3527458944875923,0.5452396313902346,0.6386363560874336,0.7142189509368098,3.7313284873962402,0.9254011246246994,0,0.25099272395849664,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.33813492050115274,0.5306286574037951,0.5762583176567101,0.6811027697757766,3,mESC,Lindel
0,1.0,2.0,2.0,2.0,0.6345142126083374,0.9862452077116907,1.0,0.7999999999999999,0.5747506123396285,0.07794058823180983,1.0,1.0,1.0,1.0,1.0,['mAdam6'],[1.0],[0.9220594117681902],[],[],dict_keys(['mAdam6']),0.9810017669316466,1.0,1.0,0.09907299466218816,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.6,0.8002501172485685,0.09085052840148689,0.21272169323169127,0.29242950326028194,0.32771456377780395,0.3606540262699127,0.9798490745570759,0,0.4430178954484865,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.08100813482966851,0.2028792996598729,0.26727966244424584,0.3292455461307643,3,mESC,inDelphi
0,1.0,2.0,2.0,2.0,0.7000837922096252,0.9845937367212065,1.0,0.9999999999999999,0.6207306613267989,0.10782241014799121,1.0,1.0,1.0,1.0,1.0,['mAdam6'],[1.0],[0.8921775898520088],[],[],dict_keys(['mAdam6']),0.9862963376631866,1.0,1.0,0.10771189032999498,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.6,0.7000665968986379,0.2018624529094169,0.2992187690932431,0.38934594510464166,0.43364987567742974,0.4902102053165436,0.9878594041659368,0,0.44822987068905695,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,0.19657704064726045,0.2939333568310866,0.3717728744140563,0.42219268328900084,3,mESC,FORECasT
0,1.0,2.0,2.0,4.0,0.5348513126373291,0.9845851153310784,1.0,0.9999999999999999,0.6741998624632421,0.04933487844991502,1.0,1.0,1.0,1.0,1.0,['mH2AB1-sg1'],[0.94083565],[0.9901705331854802],[],[],dict_keys(['mH2AB1-sg1']),0.9858655542744588,1.0,1.0,0.12287164711219613,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,0.9999999999999999,0.7191465199607915,0.24842101153106377,0.3066388920357186,0.3491488509303204,0.4060033003570795,0.31322014331817627,0.9799611397750955,0,0.6178520067443308,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,0.24842101153106377,0.3345311988560473,0.3770411589148023,0.4490029625131341,5,mESC,fewshot
0,1.0,1.0,3.0,3.0,0.3964250683784485,0.9855069941975148,0.33333333333333337,0.6,0.5843065474681431,0.00044129560455985484,1.0,1.0,1.0,1.0,1.0,['mH2AB1-sg1'],[0.94083565],[0.941276950340125],[],[],dict_keys(['mH2AB1-sg1']),0.9865645360707175,1.0,1.0,0.12437499113924526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.33333333333333337,0.7999999999999999,0.5843065474681431,0.12766980942458794,0.20542864058517996,0.2324708812361828,0.28856519355944393,0.2548973262310028,0.9811376030690296,0,0.6424256661034804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,0.12766980942458794,0.2318370972244059,0.2588793392723926,0.31872298492223894,5,mESC,pretrained
0,1.0,2.0,2.0,3.0,1.7521884441375732,0.9853405788790232,1.0,0.6,0.4494665749754947,0.21979190636929036,1.0,1.0,1.0,0.0,0.0,['mH2AB1-sg1'],[0.94083565],[0.7210437483662748],[],[],dict_keys(['mH2AB1-sg1']),0.9853405789901575,1.0,1.0,0.1279018346186713,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,0.6,0.4494665749754947,0.3207581988036688,0.3352863523385007,0.40115990147358094,0.43593307435795925,1.5314542055130005,0.9672994247593785,0,0.42419202811402335,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.3207581988036688,0.36126920005465,0.42714274918973033,0.44552518207405073,5,mESC,Lindel
0,1.0,1.0,2.0,3.0,0.4911405146121979,0.9877373100206157,0.33333333333333337,0.39999999999999997,0.5227272727272728,0.018839229937835045,1.0,1.0,1.0,1.0,1.0,['mH2AB1-sg1'],[0.94083565],[0.9219964247977301],[],[],dict_keys(['mH2AB1-sg1']),0.9873518335081656,1.0,1.0,0.13965976616553288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.33333333333333337,0.5270462766947298,0.5227272727272728,0.030339711517736956,0.11701248992782631,0.13896712143432755,0.1865326378159242,0.24421308934688568,0.9832812638683397,0,0.6320217219899688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.030339711517736956,0.13781171920283536,0.1597663507093366,0.20513314216334239,5,mESC,inDelphi
